[11:34:19] [main/INFO]: ModLauncher running: args [--username, Foxiallis, --version, Traveller's Wonders, --gameDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\versions\Traveller's Wonders, --assetsDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, 600632b4bac5494ea55213b0d0fc2ebd, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.11, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, -XX:+UseShenandoahGC, -XX:+AggressiveOpts, -XX:+UnlockExperimentalVMOptions, -XX:+AlwaysPreTouch, -XX:+UseStringDeduplication, -Dfml.ignorePatchDiscrepancies=true, -Dfml.ignoreInvalidMinecraftCertificates=true, -XX:-OmitStackTraceInFastThrow, -XX:+OptimizeStringConcat, -Dfml.readTimeout=180, -XX:+UseFastAccessorMethods, -Dsun.rmi.dgc.server.gcInterval=2147483646, -XX:G1NewSizePercent=20, -XX:G1ReservePercent=20, -XX:MaxGCPauseMillis=50, -XX:G1HeapRegionSize=32M]
[11:34:19] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dripstone_block_pillar_top Expected: 9068 Got: 15733
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dripstone_block_scales Expected: 9069 Got: 15734
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:angry_dripstone_block Expected: 9070 Got: 15735
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blank_dripstone_block_carving Expected: 9071 Got: 15736
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bordered_dripstone_block Expected: 9072 Got: 15737
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brick_bordered_dripstone_block Expected: 9073 Got: 15738
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:carved_dripstone_block Expected: 9074 Got: 15739
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:checkered_dripstone_block_tiles Expected: 9075 Got: 15740
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cobbled_dripstone_block Expected: 9076 Got: 15741
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_dripstone_block_bricks Expected: 9077 Got: 15742
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_disordered_dripstone_block_bricks Expected: 9078 Got: 15743
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_flat_dripstone_block_tiles Expected: 9079 Got: 15744
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:creeper_dripstone_block_carving Expected: 9080 Got: 15745
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crying_dripstone_block Expected: 9081 Got: 15746
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:curly_dripstone_block_pillar Expected: 9082 Got: 15747
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cut_dripstone_block_column Expected: 9083 Got: 15748
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cut_blank_dripstone_block Expected: 9084 Got: 15749
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:glad_dripstone_block Expected: 9085 Got: 15750
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:duh_dripstone_block Expected: 9086 Got: 15751
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:edged_dripstone_block_bricks Expected: 9087 Got: 15752
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:engraved_dripstone_block Expected: 9088 Got: 15753
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:eroded_dripstone_block Expected: 9089 Got: 15754
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:etched_dripstone_block_bricks Expected: 9090 Got: 15755
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:fine_dripstone_block_pillar Expected: 9091 Got: 15756
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flat_dripstone_block_tiles Expected: 9092 Got: 15757
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inlayed_dripstone_block Expected: 9093 Got: 15758
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inscribed_dripstone_block Expected: 9094 Got: 15759
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:layed_dripstone_block_bricks Expected: 9095 Got: 15760
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:loded_dripstone_block Expected: 9096 Got: 15761
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:massive_dripstone_block_bricks Expected: 9097 Got: 15762
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:offset_dripstone_block_bricks Expected: 9098 Got: 15763
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ornate_dripstone_block_pillar Expected: 9099 Got: 15764
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:overlapping_dripstone_block_tiles Expected: 9100 Got: 15765
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:pillar_dripstone_block_bricks Expected: 9101 Got: 15766
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:polished_dripstone_block Expected: 9102 Got: 15767
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:prismal_dripstone_block_remnants Expected: 9103 Got: 15768
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rough_dripstone_block Expected: 9104 Got: 15769
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rounded_dripstone_block_bricks Expected: 9105 Got: 15770
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:runic_carved_dripstone_block Expected: 9106 Got: 15771
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sad_dripstone_block Expected: 9107 Got: 15772
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sanded_dripstone_block Expected: 9108 Got: 15773
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:simple_dripstone_block_pillar Expected: 9109 Got: 15774
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:small_dripstone_block_bricks Expected: 9110 Got: 15775
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_dripstone_block_column Expected: 9111 Got: 15776
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_inlayed_dripstone_block Expected: 9112 Got: 15777
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_ringed_dripstone_block Expected: 9113 Got: 15778
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smoothed_double_inlayed_dripstone_block Expected: 9114 Got: 15779
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spider_dripstone_block_carving Expected: 9115 Got: 15780
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spiraled_dripstone_block Expected: 9116 Got: 15781
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:stacked_dripstone_block_bricks Expected: 9117 Got: 15782
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:thick_inlayed_dripstone_block Expected: 9118 Got: 15783
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_dripstone_block Expected: 9119 Got: 15784
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_dripstone_block_column Expected: 9120 Got: 15785
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_bordered_dripstone_block Expected: 9121 Got: 15786
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_dripstone_block_bricks Expected: 9122 Got: 15787
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_brick_bordered_dripstone_block Expected: 9123 Got: 15788
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_layered_dripstone_block_bricks Expected: 9124 Got: 15789
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_layered_dripstone_block_slabs Expected: 9125 Got: 15790
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:trodden_dripstone_block Expected: 9126 Got: 15791
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:unamused_dripstone_block Expected: 9127 Got: 15792
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:vertical_cut_dripstone_block Expected: 9128 Got: 15793
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:vertical_disordered_dripstone_block_bricks Expected: 9129 Got: 15794
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:weathered_dripstone_block Expected: 9130 Got: 15795
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:end_stone_bricks Expected: 9131 Got: 15796
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:end_stone_mini_tiles Expected: 9132 Got: 15797
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:end_stone_pillar Expected: 9133 Got: 15798
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:end_stone_pillar_top Expected: 9134 Got: 15799
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:end_stone_scales Expected: 9135 Got: 15800
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:angry_end_stone Expected: 9136 Got: 15801
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blank_end_stone_carving Expected: 9137 Got: 15802
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bordered_end_stone Expected: 9138 Got: 15803
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brick_bordered_end_stone Expected: 9139 Got: 15804
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:carved_end_stone Expected: 9140 Got: 15805
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:checkered_end_stone_tiles Expected: 9141 Got: 15806
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cobbled_end_stone Expected: 9142 Got: 15807
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_end_stone_bricks Expected: 9143 Got: 15808
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_disordered_end_stone_bricks Expected: 9144 Got: 15809
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_flat_end_stone_tiles Expected: 9145 Got: 15810
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:creeper_end_stone_carving Expected: 9146 Got: 15811
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crying_end_stone Expected: 9147 Got: 15812
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:curly_end_stone_pillar Expected: 9148 Got: 15813
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cut_end_stone_column Expected: 9149 Got: 15814
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cut_blank_end_stone Expected: 9150 Got: 15815
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:glad_end_stone Expected: 9151 Got: 15816
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:duh_end_stone Expected: 9152 Got: 15817
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:edged_end_stone_bricks Expected: 9153 Got: 15818
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:engraved_end_stone Expected: 9154 Got: 15819
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:eroded_end_stone Expected: 9155 Got: 15820
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:etched_end_stone_bricks Expected: 9156 Got: 15821
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:fine_end_stone_pillar Expected: 9157 Got: 15822
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flat_end_stone_tiles Expected: 9158 Got: 15823
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inlayed_end_stone Expected: 9159 Got: 15824
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inscribed_end_stone Expected: 9160 Got: 15825
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:layed_end_stone_bricks Expected: 9161 Got: 15826
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:loded_end_stone Expected: 9162 Got: 15827
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:massive_end_stone_bricks Expected: 9163 Got: 15828
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:offset_end_stone_bricks Expected: 9164 Got: 15829
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ornate_end_stone_pillar Expected: 9165 Got: 15830
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:overlapping_end_stone_tiles Expected: 9166 Got: 15831
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:pillar_end_stone_bricks Expected: 9167 Got: 15832
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:polished_end_stone Expected: 9168 Got: 15833
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:prismal_end_stone_remnants Expected: 9169 Got: 15834
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rough_end_stone Expected: 9170 Got: 15835
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rounded_end_stone_bricks Expected: 9171 Got: 15836
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:runic_carved_end_stone Expected: 9172 Got: 15837
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sad_end_stone Expected: 9173 Got: 15838
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sanded_end_stone Expected: 9174 Got: 15839
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:simple_end_stone_pillar Expected: 9175 Got: 15840
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:small_end_stone_bricks Expected: 9176 Got: 15841
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_end_stone_column Expected: 9177 Got: 15842
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_inlayed_end_stone Expected: 9178 Got: 15843
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_ringed_end_stone Expected: 9179 Got: 15844
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smoothed_double_inlayed_end_stone Expected: 9180 Got: 15845
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spider_end_stone_carving Expected: 9181 Got: 15846
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spiraled_end_stone Expected: 9182 Got: 15847
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:stacked_end_stone_bricks Expected: 9183 Got: 15848
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:thick_inlayed_end_stone Expected: 9184 Got: 15849
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_end_stone Expected: 9185 Got: 15850
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_end_stone_column Expected: 9186 Got: 15851
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_bordered_end_stone Expected: 9187 Got: 15852
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_end_stone_bricks Expected: 9188 Got: 15853
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_brick_bordered_end_stone Expected: 9189 Got: 15854
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_layered_end_stone_bricks Expected: 9190 Got: 15855
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiny_layered_end_stone_slabs Expected: 9191 Got: 15856
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:trodden_end_stone Expected: 9192 Got: 15857
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:unamused_end_stone Expected: 9193 Got: 15858
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:vertical_cut_end_stone Expected: 9194 Got: 15859
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:vertical_disordered_end_stone_bricks Expected: 9195 Got: 15860
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:weathered_end_stone Expected: 9196 Got: 15861
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:gilded_blackstone_bricks Expected: 9197 Got: 15862
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:gilded_blackstone_mini_tiles Expected: 9198 Got: 15863
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:gilded_blackstone_pillar Expected: 9199 Got: 15864
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:gilded_blackstone_pillar_top Expected: 9200 Got: 15865
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:gilded_blackstone_scales Expected: 9201 Got: 15866
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:angry_gilded_blackstone Expected: 9202 Got: 15867
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blank_gilded_blackstone_carving Expected: 9203 Got: 15868
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bordered_gilded_blackstone Expected: 9204 Got: 15869
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brick_bordered_gilded_blackstone Expected: 9205 Got: 15870
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:carved_gilded_blackstone Expected: 9206 Got: 15871
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:checkered_gilded_blackstone_tiles Expected: 9207 Got: 15872
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cobbled_gilded_blackstone Expected: 9208 Got: 15873
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_gilded_blackstone_bricks Expected: 9209 Got: 15874
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_disordered_gilded_blackstone_bricks Expected: 9210 Got: 15875
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_flat_gilded_blackstone_tiles Expected: 9211 Got: 15876
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:creeper_gilded_blackstone_carving Expected: 9212 Got: 15877
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crying_gilded_blackstone Expected: 9213 Got: 15878
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:curly_gilded_blackstone_pillar Expected: 9214 Got: 15879
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cut_gilded_blackstone_column Expected: 9215 Got: 15880
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cut_blank_gilded_blackstone Expected: 9216 Got: 15881
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:glad_gilded_blackstone Expected: 9217 Got: 15882
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:duh_gilded_blackstone Expected: 9218 Got: 15883
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:edged_gilded_blackstone_bricks Expected: 9219 Got: 15884
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:engraved_gilded_blackstone Expected: 9220 Got: 15885
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:eroded_gilded_blackstone Expected: 9221 Got: 15886
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:etched_gilded_blackstone_bricks Expected: 9222 Got: 15887
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:fine_gilded_blackstone_pillar Expected: 9223 Got: 15888
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flat_gilded_blackstone_tiles Expected: 9224 Got: 15889
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inlayed_gilded_blackstone Expected: 9225 Got: 15890
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inscribed_gilded_blackstone Expected: 9226 Got: 15891
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:layed_gilded_blackstone_bricks Expected: 9227 Got: 15892
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:loded_gilded_blackstone Expected: 9228 Got: 15893
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:massive_gilded_blackstone_bricks Expected: 9229 Got: 15894
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:offset_gilded_blackstone_bricks Expected: 9230 Got: 15895
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ornate_gilded_blackstone_pillar Expected: 9231 Got: 15896
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:overlapping_gilded_blackstone_tiles Expected: 9232 Got: 15897
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:pillar_gilded_blackstone_bricks Expected: 9233 Got: 15898
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:polished_gilded_blackstone Expected: 9234 Got: 15899
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:prismal_gilded_blackstone_remnants Expected: 9235 Got: 15900
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rounded_gilded_blackstone_bricks Expected: 9236 Got: 15901
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:runic_carved_gilded_blackstone Expected: 9237 Got: 15902
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sad_gilded_blackstone Expected: 9238 Got: 15903
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sanded_gilded_blackstone Expected: 9239 Got: 15904
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:simple_gilded_blackstone_pillar Expected: 9240 Got: 15905
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:small_gilded_blackstone_bricks Expected: 9241 Got: 15906
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_gilded_blackstone_column Expected: 9242 Got: 15907
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_inlayed_gilded_blackstone Expected: 9243 Got: 15908
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_ringed_gilded_blackstone Expected: 9244 Got: 15909
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smoothed_double_inlayed_gilded_blackstone Expected: 9245 Got: 15910
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spider_gilded_blackstone_carving Expected: 9246 Got: 15911
